rental_id,equipment_id,customer_id,site_id,rental_start_date,rental_end_date_planned,rental_end_date_actual,rental_rate_per_day,total_rental_cost,security_deposit,rental_status,delivery_address,pickup_address,rental_duration_planned,rental_duration_actual,overdue_days,late_fees_charged,damage_charges,created_at,updated_at
RENT000248,CAT00161,CUST00034,SITE00024,2025-04-03,2025-04-10,2025-04-10,353.36,2473.52,1060.08,Returned,"376 Francis Ways, Lisafurt, VT 48382","376 Francis Ways, Lisafurt, VT 48382",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000249,CAT00103,CUST00002,SITE00028,2025-02-05,2025-02-19,2025-02-19,716.27,10027.78,2148.81,Returned,"366 Donna Center, North Shawnabury, NC 60265","366 Donna Center, North Shawnabury, NC 60265",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000250,CAT00126,CUST00001,SITE00030,2024-02-22,2024-03-23,2024-03-23,1017.79,30533.7,3053.37,Returned,"5398 Jill Expressway, Erinborough, NY 41727","5398 Jill Expressway, Erinborough, NY 41727",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000251,CAT00150,CUST00010,SITE00001,2023-08-31,2023-09-07,2023-09-07,709.48,4966.36,2128.44,Returned,"1477 Mueller Glens Suite 711, Paulmouth, PW 37441","1477 Mueller Glens Suite 711, Paulmouth, PW 37441",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000252,CAT00071,CUST00014,SITE00017,2025-04-21,2025-04-28,2025-04-28,1187.68,8313.76,3563.04,Returned,"Unit 7124 Box 2916, DPO AP 92838","Unit 7124 Box 2916, DPO AP 92838",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000253,CAT00138,CUST00002,SITE00016,2023-09-06,2023-09-20,2023-09-20,1176.07,16464.98,3528.21,Returned,"41278 Dudley Square, Gallaghertown, IL 60473","41278 Dudley Square, Gallaghertown, IL 60473",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000254,CAT00070,CUST00020,SITE00009,2023-09-23,2023-10-07,2023-10-07,605.57,8477.98,1816.71,Returned,"08308 Eric Rapid Suite 061, Rochachester, FL 27469","08308 Eric Rapid Suite 061, Rochachester, FL 27469",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000255,CAT00023,CUST00016,SITE00026,2025-01-23,2025-01-30,2025-02-01,616.94,5552.46,1850.82,Returned,"86556 Danielle Walks Apt. 601, North Jenniferberg, TN 12304","86556 Danielle Walks Apt. 601, North Jenniferberg, TN 12304",7,9,2,616.94,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000256,CAT00081,CUST00027,SITE00015,2025-03-20,2025-04-19,2025-04-19,1136.02,34080.6,3408.06,Returned,"691 Brown Passage Suite 685, Kyleville, SC 61426","691 Brown Passage Suite 685, Kyleville, SC 61426",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000257,CAT00040,CUST00032,SITE00012,2024-02-20,2024-02-27,2024-03-05,420.88,5892.32,1262.64,Returned,"55294 Jones Neck, Rodriguezborough, TX 92796","55294 Jones Neck, Rodriguezborough, TX 92796",7,14,7,1473.08,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000258,CAT00121,CUST00026,SITE00007,2025-06-23,2025-06-30,2025-06-30,613.99,4297.93,1841.97,Returned,"42668 Castro Views, Timothyhaven, MN 14375","42668 Castro Views, Timothyhaven, MN 14375",7,7,0,0.0,899.22,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000259,CAT00131,CUST00045,SITE00029,2023-09-10,2023-10-10,2023-10-10,576.88,17306.4,1730.64,Returned,"4740 Glass Courts, West Wendybury, VA 96836","4740 Glass Courts, West Wendybury, VA 96836",30,30,0,0.0,252.69,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000260,CAT00168,CUST00033,SITE00030,2023-12-29,2024-01-05,2024-01-08,976.03,9760.3,2928.09,Returned,"5398 Jill Expressway, Erinborough, NY 41727","5398 Jill Expressway, Erinborough, NY 41727",7,10,3,1464.05,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000261,CAT00142,CUST00001,SITE00028,2025-04-29,2025-06-28,2025-06-28,972.52,58351.2,2917.56,Returned,"366 Donna Center, North Shawnabury, NC 60265","366 Donna Center, North Shawnabury, NC 60265",60,60,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000262,CAT00066,CUST00021,SITE00014,2025-08-06,2025-10-05,2025-10-05,615.82,36949.2,1847.46,Active,"PSC 7438, Box 3057, APO AP 14687","PSC 7438, Box 3057, APO AP 14687",60,60,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000263,CAT00151,CUST00033,SITE00003,2025-07-19,2025-07-26,2025-07-30,551.22,6063.42,1653.66,Returned,"9606 Neal Street, East Jonathanburgh, AZ 37233","9606 Neal Street, East Jonathanburgh, AZ 37233",7,11,4,1102.44,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000264,CAT00094,CUST00050,SITE00016,2024-05-27,2024-06-03,2024-06-03,722.35,5056.45,2167.05,Returned,"41278 Dudley Square, Gallaghertown, IL 60473","41278 Dudley Square, Gallaghertown, IL 60473",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000265,CAT00019,CUST00046,SITE00009,2025-07-25,2025-08-01,2025-08-02,334.61,2676.88,1003.83,Returned,"08308 Eric Rapid Suite 061, Rochachester, FL 27469","08308 Eric Rapid Suite 061, Rochachester, FL 27469",7,8,1,167.31,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000266,CAT00168,CUST00041,SITE00023,2024-05-12,2024-05-19,2024-05-19,397.89,2785.23,1193.67,Returned,"Unit 0430 Box 5761, DPO AA 93430","Unit 0430 Box 5761, DPO AA 93430",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000267,CAT00010,CUST00010,SITE00020,2025-07-27,2025-08-10,2025-08-10,939.01,13146.14,2817.03,Returned,"750 Molly Village Suite 950, Sheaton, KY 39431","750 Molly Village Suite 950, Sheaton, KY 39431",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000268,CAT00165,CUST00030,SITE00008,2025-04-18,2025-05-02,2025-05-02,1029.18,14408.52,3087.54,Returned,"829 Johnson Courts, West Zachary, MA 60854","829 Johnson Courts, West Zachary, MA 60854",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000269,CAT00095,CUST00016,SITE00002,2024-11-03,2025-01-02,2025-01-02,825.33,49519.8,2475.99,Returned,"19457 Jessica Skyway Apt. 617, Meganstad, HI 68465","19457 Jessica Skyway Apt. 617, Meganstad, HI 68465",60,60,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000270,CAT00098,CUST00022,SITE00020,2024-07-21,2024-08-20,2024-08-20,491.7,14751.0,1475.1,Returned,"750 Molly Village Suite 950, Sheaton, KY 39431","750 Molly Village Suite 950, Sheaton, KY 39431",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000271,CAT00057,CUST00049,SITE00023,2023-10-07,2023-10-14,2023-10-14,599.5,4196.5,1798.5,Returned,"Unit 0430 Box 5761, DPO AA 93430","Unit 0430 Box 5761, DPO AA 93430",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000272,CAT00145,CUST00037,SITE00003,2024-12-22,2025-02-20,2025-02-20,858.52,51511.2,2575.56,Returned,"9606 Neal Street, East Jonathanburgh, AZ 37233","9606 Neal Street, East Jonathanburgh, AZ 37233",60,60,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000273,CAT00100,CUST00004,SITE00013,2024-06-18,2024-07-02,2024-07-02,754.16,10558.24,2262.48,Returned,"01864 Bryan Court Apt. 298, Lake Danny, ND 74003","01864 Bryan Court Apt. 298, Lake Danny, ND 74003",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000274,CAT00022,CUST00004,SITE00030,2024-01-04,2024-01-11,2024-01-11,404.58,2832.06,1213.74,Returned,"5398 Jill Expressway, Erinborough, NY 41727","5398 Jill Expressway, Erinborough, NY 41727",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000275,CAT00100,CUST00003,SITE00014,2024-01-23,2024-01-30,2024-01-30,578.02,4046.14,1734.06,Returned,"PSC 7438, Box 3057, APO AP 14687","PSC 7438, Box 3057, APO AP 14687",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000276,CAT00046,CUST00029,SITE00017,2025-05-01,2025-05-08,2025-05-13,957.89,11494.68,2873.67,Returned,"Unit 7124 Box 2916, DPO AP 92838","Unit 7124 Box 2916, DPO AP 92838",7,12,5,2394.72,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000277,CAT00002,CUST00015,SITE00010,2024-11-23,2024-12-07,2024-12-07,649.17,9088.38,1947.51,Returned,"1092 Miller Forge, Port Rebecca, WV 03050","1092 Miller Forge, Port Rebecca, WV 03050",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000278,CAT00074,CUST00008,SITE00008,2025-07-29,2025-08-12,2025-08-12,328.06,4592.84,984.18,Returned,"829 Johnson Courts, West Zachary, MA 60854","829 Johnson Courts, West Zachary, MA 60854",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000279,CAT00062,CUST00044,SITE00029,2023-09-20,2023-10-20,2023-10-20,1114.85,33445.5,3344.55,Returned,"4740 Glass Courts, West Wendybury, VA 96836","4740 Glass Courts, West Wendybury, VA 96836",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000280,CAT00178,CUST00039,SITE00013,2024-12-24,2025-01-23,2025-01-23,603.18,18095.4,1809.54,Returned,"01864 Bryan Court Apt. 298, Lake Danny, ND 74003","01864 Bryan Court Apt. 298, Lake Danny, ND 74003",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000281,CAT00040,CUST00033,SITE00024,2023-12-22,2023-12-29,2023-12-29,783.82,5486.74,2351.46,Returned,"376 Francis Ways, Lisafurt, VT 48382","376 Francis Ways, Lisafurt, VT 48382",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000282,CAT00058,CUST00046,SITE00006,2024-11-30,2024-12-07,2024-12-07,435.18,3046.26,1305.54,Returned,"0600 Kelly Burg Suite 095, West Susanport, VT 53846","0600 Kelly Burg Suite 095, West Susanport, VT 53846",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000283,CAT00200,CUST00041,SITE00012,2025-06-11,2025-07-11,2025-07-11,1127.63,33828.9,3382.89,Returned,"55294 Jones Neck, Rodriguezborough, TX 92796","55294 Jones Neck, Rodriguezborough, TX 92796",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000284,CAT00043,CUST00018,SITE00024,2024-02-09,2024-02-23,2024-02-29,916.29,18325.8,2748.87,Returned,"376 Francis Ways, Lisafurt, VT 48382","376 Francis Ways, Lisafurt, VT 48382",14,20,6,2748.87,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000285,CAT00126,CUST00049,SITE00007,2025-05-18,2025-06-17,2025-06-17,957.86,28735.8,2873.58,Returned,"42668 Castro Views, Timothyhaven, MN 14375","42668 Castro Views, Timothyhaven, MN 14375",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000286,CAT00162,CUST00022,SITE00023,2024-06-21,2024-07-05,2024-07-12,1169.34,24556.14,3508.02,Returned,"Unit 0430 Box 5761, DPO AA 93430","Unit 0430 Box 5761, DPO AA 93430",14,21,7,4092.69,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000287,CAT00167,CUST00029,SITE00022,2025-03-02,2025-03-16,2025-03-16,943.79,13213.06,2831.37,Returned,"07889 Bell Port Suite 876, Valenciaside, WA 81215","07889 Bell Port Suite 876, Valenciaside, WA 81215",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000288,CAT00028,CUST00016,SITE00030,2024-12-21,2024-12-28,2024-12-28,477.72,3344.04,1433.16,Returned,"5398 Jill Expressway, Erinborough, NY 41727","5398 Jill Expressway, Erinborough, NY 41727",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000289,CAT00182,CUST00025,SITE00002,2025-06-13,2025-08-12,2025-08-12,779.34,46760.4,2338.02,Returned,"19457 Jessica Skyway Apt. 617, Meganstad, HI 68465","19457 Jessica Skyway Apt. 617, Meganstad, HI 68465",60,60,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000290,CAT00018,CUST00027,SITE00015,2025-02-24,2025-03-10,2025-03-17,1154.63,24247.23,3463.89,Returned,"691 Brown Passage Suite 685, Kyleville, SC 61426","691 Brown Passage Suite 685, Kyleville, SC 61426",14,21,7,4041.21,419.91,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000291,CAT00026,CUST00042,SITE00016,2024-06-15,2024-06-22,2024-06-22,304.75,2133.25,914.25,Returned,"41278 Dudley Square, Gallaghertown, IL 60473","41278 Dudley Square, Gallaghertown, IL 60473",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000292,CAT00118,CUST00027,SITE00022,2025-06-14,2025-06-21,2025-06-21,519.65,3637.55,1558.95,Returned,"07889 Bell Port Suite 876, Valenciaside, WA 81215","07889 Bell Port Suite 876, Valenciaside, WA 81215",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000293,CAT00046,CUST00043,SITE00011,2024-01-15,2024-01-22,2024-01-22,802.96,5620.72,2408.88,Returned,"14885 Myers Underpass Apt. 908, Port Sharontown, GA 13960","14885 Myers Underpass Apt. 908, Port Sharontown, GA 13960",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000294,CAT00050,CUST00010,SITE00025,2025-03-20,2025-03-27,2025-04-02,480.35,6244.55,1441.05,Returned,"153 Randy Ridge, Port Brandi, WV 18648","153 Randy Ridge, Port Brandi, WV 18648",7,13,6,1441.05,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000295,CAT00019,CUST00030,SITE00020,2023-10-20,2023-11-03,2023-11-03,1134.86,15888.04,3404.58,Returned,"750 Molly Village Suite 950, Sheaton, KY 39431","750 Molly Village Suite 950, Sheaton, KY 39431",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000296,CAT00195,CUST00019,SITE00030,2024-09-17,2024-09-24,2024-09-24,418.82,2931.74,1256.46,Returned,"5398 Jill Expressway, Erinborough, NY 41727","5398 Jill Expressway, Erinborough, NY 41727",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000297,CAT00107,CUST00011,SITE00022,2025-04-04,2025-05-04,2025-05-04,931.92,27957.6,2795.76,Returned,"07889 Bell Port Suite 876, Valenciaside, WA 81215","07889 Bell Port Suite 876, Valenciaside, WA 81215",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000298,CAT00150,CUST00022,SITE00020,2024-06-18,2024-06-25,2024-06-25,565.15,3956.05,1695.45,Returned,"750 Molly Village Suite 950, Sheaton, KY 39431","750 Molly Village Suite 950, Sheaton, KY 39431",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000299,CAT00069,CUST00042,SITE00021,2024-02-22,2024-02-29,2024-02-29,1059.98,7419.86,3179.94,Returned,"918 Morgan Highway, New Christina, IL 96449","918 Morgan Highway, New Christina, IL 96449",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000300,CAT00119,CUST00010,SITE00007,2025-05-14,2025-05-28,2025-05-28,1129.91,15818.74,3389.73,Returned,"42668 Castro Views, Timothyhaven, MN 14375","42668 Castro Views, Timothyhaven, MN 14375",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000301,CAT00154,CUST00019,SITE00015,2024-05-22,2024-06-05,2024-06-05,975.69,13659.66,2927.07,Returned,"691 Brown Passage Suite 685, Kyleville, SC 61426","691 Brown Passage Suite 685, Kyleville, SC 61426",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000302,CAT00139,CUST00021,SITE00024,2024-11-02,2024-12-02,2024-12-02,313.16,9394.8,939.48,Returned,"376 Francis Ways, Lisafurt, VT 48382","376 Francis Ways, Lisafurt, VT 48382",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000303,CAT00159,CUST00019,SITE00006,2024-12-12,2024-12-19,2024-12-19,1048.62,7340.34,3145.86,Returned,"0600 Kelly Burg Suite 095, West Susanport, VT 53846","0600 Kelly Burg Suite 095, West Susanport, VT 53846",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000304,CAT00075,CUST00036,SITE00021,2024-11-10,2024-11-17,2024-11-17,357.91,2505.37,1073.73,Returned,"918 Morgan Highway, New Christina, IL 96449","918 Morgan Highway, New Christina, IL 96449",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000305,CAT00197,CUST00024,SITE00020,2024-08-28,2024-09-27,2024-09-27,360.91,10827.3,1082.73,Returned,"750 Molly Village Suite 950, Sheaton, KY 39431","750 Molly Village Suite 950, Sheaton, KY 39431",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000306,CAT00121,CUST00043,SITE00022,2023-12-02,2023-12-09,2023-12-09,794.01,5558.07,2382.03,Returned,"07889 Bell Port Suite 876, Valenciaside, WA 81215","07889 Bell Port Suite 876, Valenciaside, WA 81215",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000307,CAT00096,CUST00021,SITE00029,2023-10-03,2023-10-10,2023-10-10,893.33,6253.31,2679.99,Returned,"4740 Glass Courts, West Wendybury, VA 96836","4740 Glass Courts, West Wendybury, VA 96836",7,7,0,0.0,851.87,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000308,CAT00118,CUST00040,SITE00004,2025-04-25,2025-07-24,2025-07-31,387.65,37602.05,1162.95,Returned,"Unit 7477 Box 9236, DPO AP 15094","Unit 7477 Box 9236, DPO AP 15094",90,97,7,1356.77,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000309,CAT00190,CUST00002,SITE00009,2023-11-20,2023-11-27,2023-11-27,726.66,5086.62,2179.98,Returned,"08308 Eric Rapid Suite 061, Rochachester, FL 27469","08308 Eric Rapid Suite 061, Rochachester, FL 27469",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000310,CAT00096,CUST00020,SITE00017,2025-06-21,2025-07-21,2025-07-21,647.48,19424.4,1942.44,Returned,"Unit 7124 Box 2916, DPO AP 92838","Unit 7124 Box 2916, DPO AP 92838",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000311,CAT00151,CUST00017,SITE00029,2024-11-03,2024-12-03,2024-12-03,605.38,18161.4,1816.14,Returned,"4740 Glass Courts, West Wendybury, VA 96836","4740 Glass Courts, West Wendybury, VA 96836",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000312,CAT00104,CUST00009,SITE00027,2024-03-04,2024-03-11,2024-03-11,1182.71,8278.97,3548.13,Returned,"61534 Thomas Mountain, Mccallville, TX 77694","61534 Thomas Mountain, Mccallville, TX 77694",7,7,0,0.0,97.58,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000313,CAT00092,CUST00026,SITE00004,2023-11-27,2023-12-11,2023-12-11,705.08,9871.12,2115.24,Returned,"Unit 7477 Box 9236, DPO AP 15094","Unit 7477 Box 9236, DPO AP 15094",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000314,CAT00097,CUST00008,SITE00008,2024-07-09,2024-07-23,2024-07-30,720.73,15135.33,2162.19,Returned,"829 Johnson Courts, West Zachary, MA 60854","829 Johnson Courts, West Zachary, MA 60854",14,21,7,2522.56,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000315,CAT00194,CUST00025,SITE00028,2024-06-26,2024-07-26,2024-07-26,1185.66,35569.8,3556.98,Returned,"366 Donna Center, North Shawnabury, NC 60265","366 Donna Center, North Shawnabury, NC 60265",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000316,CAT00002,CUST00045,SITE00017,2023-10-22,2023-10-29,2023-10-29,974.46,6821.22,2923.38,Returned,"Unit 7124 Box 2916, DPO AP 92838","Unit 7124 Box 2916, DPO AP 92838",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000317,CAT00043,CUST00041,SITE00026,2024-04-10,2024-04-17,2024-04-17,945.63,6619.41,2836.89,Returned,"86556 Danielle Walks Apt. 601, North Jenniferberg, TN 12304","86556 Danielle Walks Apt. 601, North Jenniferberg, TN 12304",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000318,CAT00011,CUST00050,SITE00024,2024-11-20,2025-02-18,2025-02-18,901.85,81166.5,2705.55,Returned,"376 Francis Ways, Lisafurt, VT 48382","376 Francis Ways, Lisafurt, VT 48382",90,90,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000319,CAT00106,CUST00047,SITE00014,2024-05-26,2024-06-09,2024-06-12,530.91,9025.47,1592.73,Returned,"PSC 7438, Box 3057, APO AP 14687","PSC 7438, Box 3057, APO AP 14687",14,17,3,796.37,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000320,CAT00190,CUST00050,SITE00001,2025-03-17,2025-03-31,2025-03-31,890.23,12463.22,2670.69,Returned,"1477 Mueller Glens Suite 711, Paulmouth, PW 37441","1477 Mueller Glens Suite 711, Paulmouth, PW 37441",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000321,CAT00012,CUST00049,SITE00019,2025-06-03,2025-07-03,2025-07-03,1138.83,34164.9,3416.49,Returned,"80290 Bass Knoll, Lake Emilyhaven, MT 05832","80290 Bass Knoll, Lake Emilyhaven, MT 05832",30,30,0,0.0,943.69,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000322,CAT00064,CUST00036,SITE00028,2024-02-14,2024-04-14,2024-04-14,624.83,37489.8,1874.49,Returned,"366 Donna Center, North Shawnabury, NC 60265","366 Donna Center, North Shawnabury, NC 60265",60,60,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000323,CAT00002,CUST00008,SITE00012,2025-08-23,2025-09-06,2025-09-06,556.78,7794.92,1670.34,Active,"55294 Jones Neck, Rodriguezborough, TX 92796","55294 Jones Neck, Rodriguezborough, TX 92796",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000324,CAT00053,CUST00011,SITE00015,2025-03-19,2025-04-18,2025-04-18,1046.03,31380.9,3138.09,Returned,"691 Brown Passage Suite 685, Kyleville, SC 61426","691 Brown Passage Suite 685, Kyleville, SC 61426",30,30,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000325,CAT00199,CUST00011,SITE00002,2024-08-19,2024-09-02,2024-09-02,661.5,9261.0,1984.5,Returned,"19457 Jessica Skyway Apt. 617, Meganstad, HI 68465","19457 Jessica Skyway Apt. 617, Meganstad, HI 68465",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000326,CAT00179,CUST00014,SITE00010,2024-10-12,2024-10-26,2024-10-27,874.8,13122.0,2624.4,Returned,"1092 Miller Forge, Port Rebecca, WV 03050","1092 Miller Forge, Port Rebecca, WV 03050",14,15,1,437.4,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000327,CAT00125,CUST00004,SITE00029,2024-07-24,2024-09-22,2024-09-22,453.27,27196.2,1359.81,Returned,"4740 Glass Courts, West Wendybury, VA 96836","4740 Glass Courts, West Wendybury, VA 96836",60,60,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000328,CAT00021,CUST00017,SITE00023,2025-01-25,2025-04-25,2025-04-25,686.97,61827.3,2060.91,Returned,"Unit 0430 Box 5761, DPO AA 93430","Unit 0430 Box 5761, DPO AA 93430",90,90,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000329,CAT00082,CUST00001,SITE00013,2024-04-12,2024-04-26,2024-04-26,1024.14,14337.96,3072.42,Returned,"01864 Bryan Court Apt. 298, Lake Danny, ND 74003","01864 Bryan Court Apt. 298, Lake Danny, ND 74003",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000330,CAT00128,CUST00019,SITE00029,2023-10-22,2023-10-29,2023-11-03,448.34,5380.08,1345.02,Returned,"4740 Glass Courts, West Wendybury, VA 96836","4740 Glass Courts, West Wendybury, VA 96836",7,12,5,1120.85,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000331,CAT00142,CUST00009,SITE00025,2024-12-22,2024-12-29,2024-12-29,671.55,4700.85,2014.65,Returned,"153 Randy Ridge, Port Brandi, WV 18648","153 Randy Ridge, Port Brandi, WV 18648",7,7,0,0.0,814.44,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000332,CAT00155,CUST00012,SITE00027,2024-10-13,2024-12-12,2024-12-12,1059.13,63547.8,3177.39,Returned,"61534 Thomas Mountain, Mccallville, TX 77694","61534 Thomas Mountain, Mccallville, TX 77694",60,60,0,0.0,520.69,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000333,CAT00096,CUST00014,SITE00023,2025-01-08,2025-01-15,2025-01-15,302.46,2117.22,907.38,Returned,"Unit 0430 Box 5761, DPO AA 93430","Unit 0430 Box 5761, DPO AA 93430",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000334,CAT00151,CUST00002,SITE00026,2025-01-03,2025-01-17,2025-01-17,874.4,12241.6,2623.2,Returned,"86556 Danielle Walks Apt. 601, North Jenniferberg, TN 12304","86556 Danielle Walks Apt. 601, North Jenniferberg, TN 12304",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000335,CAT00054,CUST00035,SITE00006,2024-10-14,2024-12-13,2024-12-13,322.89,19373.4,968.67,Returned,"0600 Kelly Burg Suite 095, West Susanport, VT 53846","0600 Kelly Burg Suite 095, West Susanport, VT 53846",60,60,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000336,CAT00119,CUST00007,SITE00022,2023-08-31,2023-09-07,2023-09-07,693.65,4855.55,2080.95,Returned,"07889 Bell Port Suite 876, Valenciaside, WA 81215","07889 Bell Port Suite 876, Valenciaside, WA 81215",7,7,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
RENT000337,CAT00027,CUST00039,SITE00012,2024-06-18,2024-07-02,2024-07-02,369.84,5177.76,1109.52,Returned,"55294 Jones Neck, Rodriguezborough, TX 92796","55294 Jones Neck, Rodriguezborough, TX 92796",14,14,0,0.0,0.0,2025-08-28 16:57:14,2025-08-28 16:57:14
